Country,Year,CO2 Emissions (Metric Tons),Renewable Energy (% of Total),Forest Area (% Land Area),Energy Intensity (MJ per GDP),Air Quality Index (AQI),Recycling Rate (%)
Country C,2009,67052.78296999219,11.103667501564923,33.71857475488111,410.40981372236996,133.25756354710063,71.56133401814657
Country C,2011,38159.98032384738,34.458132744184596,61.09511258239315,488.6601287811042,39.55139204026085,87.77574671670892
Country B,2016,96791.44394205294,13.847653363612526,69.34617880261692,287.3113241378667,139.9915614450199,38.43246306445518
Country C,2005,81153.85116829319,21.041163973507167,43.19320146308088,108.29793246945812,47.14074605329449,11.180855672483876
Country C,2006,64889.67374622866,24.315328273336085,36.088534757724815,414.81778358502606,93.86860677808949,84.95059615933864
Country A,2013,32827.89432329667,22.97440001265782,66.57240880797843,363.1048650418868,41.926898969683364,70.25825215635243
Country A,2012,40486.328149858076,31.76997291070027,45.02242232331582,479.2870613994537,83.66296022456146,76.74845534755863
Country C,2007,68647.14278918238,27.90329787792833,56.517678559036064,290.84584900279845,65.91346032298674,26.69446050952959
Country B,2009,11838.177754015564,18.86113548122458,40.687001547994186,210.69676180325658,80.41142205570252,61.652581347279884
Country C,2008,29384.65620677503,11.551089995220105,30.127428882907974,483.2780542084663,95.40401893953594,28.616695820019117
Country C,2017,72820.58867267681,33.027853547595285,52.74425562838129,292.30006164629305,85.13263685389023,10.929384174613457
Country E,2001,50601.75843523899,20.57581380035265,53.24213247683599,57.15755433870501,32.77953921583543,22.56531491640617
Country B,2004,43227.38865737086,36.69174222999908,43.00919250394753,263.15105570766536,133.6143775739308,83.82456370873582
Country C,2004,19388.47412803938,21.85170320809751,33.497481754041814,51.07011391957404,41.39453175319218,27.225581552540177
Country A,2005,46975.658275384594,31.529758184131218,61.59067460313744,381.9685159953312,147.6752869710865,56.811371971620126
Country C,2018,78215.73722222222,38.186941097040375,33.76590621927887,304.67530110140297,132.15823237722705,87.44105795960786
Country D,2007,30081.220376829835,29.534573519064395,52.95119931333961,99.4105003956787,97.36503037157358,16.054905922016573
Country E,2015,5512.861507449355,22.404667401925145,39.199281194634835,415.8550882611345,59.423193109138644,74.63497151153251
Country E,2012,68507.96560934337,27.021978063578285,43.62403389688647,291.3967567464109,40.3495387633683,57.80455364985849
Country E,2000,97399.5274210925,26.303355656256777,30.570133075023602,101.32716995727387,110.62021730223013,35.87198510120831
Country B,2021,62648.523540915376,27.544601099600882,52.473997273968266,122.00489386647288,54.18112721205876,39.140364269745405
Country E,2019,16392.576598077365,14.404599569240375,31.29129168095924,419.9467333418801,117.98643406443438,12.174619907178137
Country C,2016,35469.64377274394,30.955296472039297,44.28570233038069,209.96909395933275,129.90099343199523,30.466818964218206
Country B,2006,87425.95339842122,14.351298150075616,36.42296965732034,419.4932341319703,148.6758152215745,43.87204361560006
Country D,2012,27093.967054398716,10.43850652952842,68.18028663923107,81.27651107200657,90.5058651236959,67.35308556197566
Country A,2003,62731.11083227277,28.743403020521907,69.11105479467737,159.7365780323468,146.96063656555805,31.98227532756608
Country E,2003,43253.764784129795,13.507407165267741,57.67456536690218,394.0621680763688,47.918363892680105,56.42480715978845
Country C,2005,24745.15353486666,33.1123491013382,69.19587474273862,338.7659544140149,130.34964042029827,68.53502546389754
Country B,2018,82273.65488864457,35.978978605024615,25.677532140386905,188.07103354696432,73.17624061961705,65.88247091325593
Country C,2011,75568.97126424058,38.34210370851779,69.61623270067247,471.21189660483947,73.77747057063173,57.22332112328017
Country E,2021,67851.15126613021,29.934308887191747,25.177795818542208,144.97980595244763,62.23770066644703,56.415308554507384
Country A,2006,27451.976075531365,24.460446786769126,40.77258868395438,432.4008062424335,50.809263400417635,67.6968724425255
Country B,2009,14296.415258062754,20.568432421173974,31.947378507722682,363.08474220276844,83.06593850923365,36.84094096447933
Country C,2018,59735.136333466784,24.727752819589924,67.69229817025956,104.5026839577209,148.4744130699957,46.01719219760331
Country B,2006,57599.394186246165,15.710566850809405,51.78949673995707,299.8020324157253,69.58884532207387,87.29334879044856
Country E,2002,22896.575886812934,20.45267943367279,49.85637669117209,468.45841132938034,85.32981221098238,63.488148283384305
Country E,2012,10343.435959941387,31.537915745034933,69.87192524436634,328.5032220013778,57.42052292141681,51.59137575150137
Country D,2012,12667.303148428668,16.522689134026393,50.6213051945377,287.9633292684913,70.45442051638258,56.26496662118822
Country D,2017,99313.24371870971,17.92201407020995,52.30799404680169,214.84543580876368,36.616941801005346,18.35430288914867
Country E,2019,79440.47000057396,32.47984767123546,22.23871496483795,404.95466331059686,144.72414751465138,57.35910046312333
Country B,2007,92588.8102166914,15.335078074816623,62.952530101676864,460.8766462476388,91.17626482124905,76.9199174833744
Country C,2008,23530.19861245452,17.37662759420133,68.5044715871062,388.99255466441986,117.95413837261545,51.88925512708364
Country C,2006,96254.01095072633,10.52642688467951,68.01555752618432,376.362211794769,91.59474314895935,24.15182039497757
Country B,2000,18552.163389950398,31.601547986053202,31.05528047690344,136.62066609422766,122.42362512591741,45.85679299496963
Country A,2002,53362.77371381476,28.537106966993015,31.295767198507956,425.293853868975,94.09084928956064,32.24190156683983
Country B,2012,83821.09001962107,30.831563575346237,38.30235626065891,68.3131347954795,114.18536163123996,38.77926690791475
Country E,2016,38231.318678600044,16.429832858599394,35.51050354587834,390.8126644411863,112.17611985450222,28.000719941970917
Country E,2023,45358.710651805544,30.62129172183614,35.28073236987478,144.8915155016996,94.02755601893604,36.71290446414478
Country D,2000,17177.585478414294,27.8912985307977,50.26083585675457,269.2675714930201,57.67045201624531,75.73586554027621
Country C,2005,16677.578599902412,20.9836893766601,60.28040034184749,362.8552761641426,55.42173322982443,70.61649316372696
Country D,2020,63858.98135397266,23.134774349032142,66.83840803373,391.5852858824079,134.91661381216989,49.24312923520578
Country C,2005,69175.5750189054,27.037615098202245,23.39302392886662,449.6377735373642,44.482389912887356,72.60014683477459
Country B,2011,78846.58883780836,24.798765282626704,33.898923819205756,177.16646493268635,97.10900630640779,88.04521471821505
Country A,2012,57884.79500476659,29.254841979081135,32.750688672147746,150.9441093628579,90.30420285932053,42.491560525943164
Country C,2012,66347.13276482405,15.429387328179853,37.87198317869186,498.3107933186665,125.8080109032117,88.39897527915002
Country A,2014,6284.140811473406,26.221298647485906,41.21671315572855,143.4011759521199,46.24711864482228,29.672491964718954
Country A,2020,20406.219078032867,23.508384485936226,39.458573585151086,349.4663360268591,112.47578425750837,86.3630254522656
Country A,2015,98566.90277160594,23.830614820419946,67.60736046906,478.7351111369931,102.70213647954913,79.15470307599007
Country B,2021,12219.383100004019,24.08146151747786,41.85645280421929,453.4501941409035,114.1435819893265,25.930476757135317
Country A,2020,69484.88111472328,36.444158914669515,47.579628554242895,249.46854684226332,104.54708214029996,37.98748024089656
Country A,2010,21727.85013801304,34.55882323409847,57.43166402429533,336.911752001212,97.50568624953227,66.63368683230473
Country E,2004,73088.26564792597,28.887098835116102,56.254239849326076,288.0933273696332,141.15218982856413,25.329686656331248
Country E,2003,72069.08828138938,31.494608068071063,49.14822833472844,205.99501240267136,71.83890822146498,57.25652267760119
Country C,2002,27248.910679868568,11.284079082043199,63.041601174959496,114.98994547612384,52.16251616538169,52.78457032036911
Country E,2018,30615.2679258244,32.319751581390065,51.20906544704139,411.52740380432493,125.44873547813849,33.34992655740286
Country C,2019,67203.21779219838,24.58494065360946,63.73794236942997,90.69875947808136,45.56297558261867,34.04267517794176
Country A,2017,42058.173684120295,19.532426936443827,35.138287529125186,324.3323216103987,111.5667134235376,51.304661647994685
Country E,2014,23482.057121491573,14.193308978144287,26.60118384566678,317.46612762979527,95.94722425754664,33.98795213074894
Country D,2008,74509.56188481077,12.256263710559754,60.97602282746346,200.6709523544674,30.154003587525633,24.42037564528931
Country B,2016,19644.014811951747,11.346570564901693,39.12589539874547,110.9338508742012,58.78346999724537,71.86869575509799
Country E,2013,86286.14809376992,14.853885246707224,52.55422858206201,409.8367072987655,89.50846907163546,56.54092777373397
Country B,2014,53893.60478492361,10.90431384393225,56.865559823479664,257.86598545279486,69.56579119128787,45.010883243778245
Country E,2000,15041.557368533566,31.979267273275628,36.335523771362446,376.37280116507867,81.22701311273056,24.49980678234479
Country E,2020,70936.87168544352,17.45842357065219,45.25816942850196,57.41861092400097,102.1524045663279,57.549238221319044
Country D,2021,54320.48875958134,21.062212807960275,64.74632575697521,83.52642392466043,117.69906278632946,60.288527178780356
Country A,2021,33315.469320506905,34.68148641447649,63.98966176192359,129.13145803742896,48.14489462183135,48.38044969266999
Country C,2002,45141.24112126621,13.43972489573772,57.46785387563823,101.22713774974062,63.94950289245945,39.819153015283945
Country E,2015,33342.08564081238,35.067820907086386,58.13697659717512,136.26804693278197,106.37885806574802,79.37973856731867
Country E,2022,29987.454395564484,29.186210516508645,64.8842224540666,358.9196307152678,100.6128798930489,66.38478457901542
Country B,2010,20542.79998015266,20.260885438138093,56.81661936449581,71.14868263048454,118.42178074806975,38.493714642406914
Country A,2011,39462.87764806021,13.534216392030528,36.97926796517477,67.0395254481727,106.86119118340095,57.44723592281909
Country E,2009,28843.78460002672,12.744780920227374,26.039133982000934,64.24344611759959,69.61806360650928,28.69849081445239
Country E,2015,69926.27627012212,20.065430382379617,41.09420499873686,363.9421060733891,89.90829962036103,10.917597275848845
Country C,2007,69968.2904105141,14.210259181541375,24.367170792683815,291.2609625778352,136.16901286842779,79.50778434750299
Country A,2005,52674.82304278565,18.031308894258245,25.78853884953942,216.6090852509996,52.330773770237876,75.51112222223813
Country A,2011,78904.7301096805,11.588674013539736,67.50860464182847,354.02355864928904,75.20937505146792,61.152255672776896
Country E,2023,84927.27330557458,27.850252650900966,53.79434803012449,299.1219225116676,131.0074560994094,74.90509058847893
Country A,2020,60077.81345625595,14.358283508614136,62.58043502351496,53.30067825922832,73.70330644754856,72.46580870897068
Country A,2007,63798.840462526205,32.70196939376881,52.144959663674534,427.34738523292185,79.4670162898311,78.82049841701942
Country C,2003,31874.161429704694,16.545249288339164,40.927001420003556,207.58297243613245,68.30674124913224,81.34912201771157
Country D,2007,90012.57406702438,33.939297380145575,21.257939123079137,229.80256845304325,137.94306330463309,75.5042595125257
Country C,2017,7299.574220140334,15.696459586776031,67.79185184875186,402.0304797320546,109.60094845923933,78.139896909072
Country D,2004,38117.23459707034,31.640996911038958,23.54662360262906,134.19086707832122,55.053471605039,50.13566364454775
Country C,2008,73571.04004723633,19.99224038875592,50.50815330099163,54.53233495005086,119.95610512821935,66.64059491352161
Country E,2003,12608.503418760318,27.49359984667025,25.11016058652577,458.9772551284574,34.62187107680202,36.65973166368234
Country C,2021,22401.1051056878,11.159854429652153,34.20738392947842,277.4652149938428,77.56902039593086,78.89054996925671
Country A,2016,60982.14414697086,24.857333030627725,29.290872864939736,207.28720854487122,139.17237085722047,78.68725089820109
Country A,2008,58199.398789038,14.460636841061897,47.68584575794384,418.57051082879326,112.77425412362751,15.29139832093148
Country B,2000,75198.18813244073,24.589606817470795,64.353767256105,61.83271093785381,125.17148796907864,37.76158778750443
Country E,2020,82198.20071337633,14.240773926584492,51.781115389885805,141.030869512407,141.75781519776265,23.715584248780004
Country A,2019,17215.059958608566,23.112673604181126,53.20940097531303,119.87962811369876,122.94618716192618,20.863994859357184
Country E,2012,6746.194028647995,13.318624606968651,65.44657481066514,382.0238079152315,40.63007722549891,43.19142190548628
Country C,2015,70515.65936759609,16.598545532028872,57.471261398555264,190.43903780733484,57.67708444603032,60.05291177366914
Country A,2012,33632.220597804124,27.85236806511564,63.297791819201635,397.8080354927847,89.99930937455022,37.49806337929631
Country E,2013,64468.47182220559,39.29981911630426,40.81960459299327,68.66439977191779,31.662934652345896,34.73719754114215
Country C,2002,19301.735865911345,23.47554305175916,63.267816888606006,323.6520100100713,104.95169772232256,17.556607368433443
Country D,2005,49558.80443326647,30.615210778285075,52.29306942829223,193.1993259681012,108.86935757843153,40.63358313540073
Country B,2017,52920.3508760265,26.182740131331254,26.780389137066905,134.11397086623768,113.57381534487516,47.678216547825116
Country C,2018,60582.39255545553,24.950738028833133,21.935625418353304,417.54424658799144,96.68697583191118,41.89647931872151
Country D,2004,53751.151551403615,11.941125905195536,32.20172068428922,235.51255561845514,84.2855166221561,64.40674579519386
Country E,2014,52090.62317172782,14.328922068258382,38.917482441334556,307.23331874454936,132.66578080035097,33.05265043355061
Country D,2001,36609.74462846627,36.49173187697702,61.87839330404284,64.88772970079394,122.07992607434994,67.28341203905526
Country A,2009,11762.122450218192,22.304929451254097,57.062227851264836,406.2310327752936,103.48301005932247,80.62154444314307
Country E,2023,13504.41869570002,28.42997429754373,67.76878639034588,179.09714549242696,35.52164313280847,57.29922391796801
Country B,2017,46208.9360686796,25.84699698144875,47.958739937325305,362.0327619971908,113.27147708827067,41.09421258064653
Country B,2012,38800.34714299434,21.366471386537043,57.38708258039973,392.2135631537425,96.97931869886969,24.37543074207226
Country E,2004,54032.80644407729,21.634496278327934,33.76416926213123,102.70231586277947,113.21870962705559,84.59389817368441
Country A,2022,33959.626079345355,26.663950177260183,53.978894644765354,183.15525378855384,67.36917468213997,70.14844917773051
Country E,2023,70351.4586882558,14.234254044272308,55.30756012681431,375.5480368953406,123.23825536864996,29.715289182981557
Country E,2000,87075.7080909035,21.61777120763302,62.42076642097806,154.4798963500134,80.15246973006384,22.050782851503598
Country E,2021,33392.002934752425,23.409267082082174,46.82017554375419,431.67827842454625,137.33621726495082,13.944817031876644
Country C,2000,23333.480754207718,39.55378671028373,52.45025737975885,190.38808889741742,42.48124963054421,25.244238200737634
Country B,2017,16037.154554138466,20.54364307857153,30.15244050524494,231.04859340496054,88.14591377778795,68.59001761383144
Country B,2014,63544.133854227184,29.337366876426067,56.83795450632257,94.88450625296397,54.68852108220352,60.362687341513606
Country A,2016,47166.31915835409,14.122464994794045,61.92058613200676,116.45380337421989,84.41638163147613,87.3949320797116
Country B,2010,22861.49313364745,11.964441454906574,49.686887309320824,173.93973270870413,72.45170920301851,35.75767660046906
Country A,2020,67047.98966272626,36.14626042003691,25.78372311870991,72.00897271225288,126.41209471426112,72.92801537923407
Country A,2021,19105.90238550202,31.922047072170596,35.64286781559715,136.86452588577404,50.060314525879676,19.636716361594626
Country B,2016,57658.56705555549,19.524978627837072,43.7757325505645,234.02436199976052,101.8461162571899,55.00661581879817
Country E,2012,55079.096254400145,25.137340086916872,53.85811957014171,220.98301109026204,78.77813469236101,47.34326176933739
Country E,2000,74751.64111267791,14.072325533555157,36.01635539326127,139.41247092214616,92.16901820537403,77.0559559649985
Country C,2001,10235.415794363342,31.214808819425805,62.01455256695571,86.202807734053,115.72841867323426,66.12825854144401
Country A,2008,89347.92852587638,12.10991776262317,38.58948956827018,193.1665256753259,72.85214203506285,25.545230417678574
Country D,2002,71784.21398394785,32.71099170823606,22.14181739734804,385.40597341969266,74.04634917966595,88.71075713589488
Country D,2000,25531.96984313241,26.405095308099597,59.69972083349175,279.5448074792992,39.21632131239514,75.8514677044647
Country B,2020,22423.50811792527,18.365515902602944,52.21115847555206,476.0617883989675,96.2337927911498,38.370431100549936
Country B,2015,46007.72034365942,35.87723062184371,60.09782473653488,112.94884748466916,80.02850968474931,76.08242038275418
Country D,2022,82668.70630673671,39.58215611016563,37.44449066334467,143.2930750941726,127.47470939263144,86.55285139787117
Country C,2005,85080.24934821518,17.63047303592914,20.881509607632292,176.13479013754858,82.7117032612747,81.2225551586431
Country A,2016,54443.32875324139,34.18738448757797,23.687646182891395,55.85085491586855,146.49566520925026,54.49679942043935
Country A,2004,86777.03195524006,32.50498949129372,25.59003903504136,474.52121530559657,50.614262454968724,56.17182623338846
Country B,2004,5517.152373210604,32.41570363317008,60.25737890778508,250.4137241493356,62.04736508220518,18.527902350171725
Country B,2005,8341.589995501678,38.71706834452082,35.07173771800787,266.74226475402025,77.02962216011377,23.176522166195586
Country E,2002,91623.05139549056,24.59851276905977,69.89492547112314,121.03584192436476,50.45050209063603,88.60869108589512
Country C,2020,78656.53333916202,30.22504121669964,57.91941982484426,442.7139605484049,146.67804714111998,71.58321369157018
Country A,2022,47817.075533786636,34.71632090877412,50.05774765451159,361.6845064893809,106.91524793464522,12.040560216373022
Country E,2004,76592.96249040878,24.386093351290793,69.18097059982124,244.11244438575957,31.3438834665852,53.80342386251999
Country D,2020,95785.74886372505,24.442936084360177,35.8154594158259,445.08717349074243,99.42118734380519,37.62374907607143
Country E,2004,78348.50476872208,19.55964262202054,28.280778456058556,457.4559822189421,123.74989185879974,34.92103590952983
Country D,2009,85025.27671274058,33.42477138481402,56.863648482565765,72.2662434671264,36.15601051130436,54.52830352533225
Country D,2009,77257.62523205587,30.585873390566697,33.90416893948208,103.69606537079508,99.35078049719073,35.612065069812715
Country A,2018,20980.053781186452,23.5341969850315,68.05184640333786,62.43273471033568,74.91742994204836,30.124363600458004
Country E,2016,84189.54041634499,22.5800997219621,69.40346561250854,311.7786111942188,99.77722002505229,85.02527254603675
Country A,2020,23535.337902299954,12.17768929507356,66.32021975126769,148.0747370793062,60.31271264172054,13.18857640485298
Country C,2013,89798.07616419396,10.195034404852466,67.23808814547724,430.21763758984656,109.92198624159698,44.89368025237036
Country C,2008,48571.74031770221,25.866818995955303,50.782740870818,259.6612372329148,110.55993307567014,50.89488847322431
Country C,2013,69312.79146954771,22.524785570547984,54.6059324784315,426.96938587735724,94.74065786922637,45.19614306188045
Country C,2000,52237.88054866113,33.88110279705293,24.71230788863472,300.02235055798826,140.8504558752792,62.58009904517783
Country D,2018,13929.138294577193,26.279621689213645,58.15250798643444,408.27550873175596,139.13753887622312,12.054081513434829
Country C,2012,32618.619223963182,38.10118130146677,30.10316815384472,217.33475368875688,35.70416308824724,80.7998753342061
Country A,2012,98454.52612971557,15.884223965829957,62.01630298521914,475.42722824589765,64.78726394485706,50.01697897679268
Country E,2003,96267.90140863265,39.704510211551195,68.07659103055008,350.22142510813,73.71106368828632,54.293956142558166
Country E,2000,35446.25527727699,18.93757582936319,30.618881458273666,317.97074497907266,36.63221676568523,47.02168680854523
Country A,2016,99648.19640329645,29.272719207199177,23.901555880281066,208.56050772088616,92.83648832747642,45.56068171587447
Country B,2007,85327.36357220546,25.055611408499537,44.19450696339449,471.73279050701444,32.94979616671291,24.93595243599234
Country B,2001,63041.152446064196,20.78729203747748,59.577468597415454,201.98048010245475,111.36825343435385,50.35164056443306
Country B,2007,8811.838924795902,14.179275497963399,58.53200849717614,426.1367458517477,30.322615067910156,43.707778725811195
Country B,2006,90637.44880614606,14.045024543566349,54.84092528282921,231.93869716775254,33.832391223034264,47.44955593925727
Country D,2001,57955.78153011038,31.34517482134586,61.034799511737056,395.2328006757177,130.05038074939557,11.106470456793813
Country D,2021,87505.2343642631,21.329241489289338,28.749417629757634,460.3450620113299,60.313118616643536,20.471478574381152
Country E,2021,84270.76639104552,38.83893922398828,52.596887894297296,259.52320263233673,39.747472584070984,71.05370427247635
Country E,2002,84135.59044410317,19.76945459519014,50.28396579488249,286.7608455080443,77.93598378831297,43.52831862134135
Country D,2017,71326.51676791598,39.50571165243889,27.67158618798466,198.65430766975348,36.113845392354975,69.43256076978194
Country D,2011,32684.43817422462,16.16269769785788,40.721353531927384,74.61305274882884,120.04922086166071,23.68890088743658
Country E,2000,36935.224485729384,13.084431586931606,62.62648596547737,343.61653909177403,89.29767209785507,65.85682442193095
Country A,2021,34304.5751953552,19.377092005688716,68.59009020240799,103.83913604257505,96.23189752864157,33.12893184623607
Country D,2011,6904.369955593646,36.56754368285767,53.27150887886759,209.3265179130397,120.36146352371689,66.40973026654049
Country A,2004,60344.046375407066,25.65555833485854,66.09705209931222,207.2722594353843,124.13501855977526,16.94269999263313
Country C,2016,71389.19869237312,14.069503178116243,26.602461529170867,117.95171876355853,46.35101453179617,36.691317601303844
Country A,2015,86117.26938489433,16.074971488122852,68.75302628214736,350.01964216139214,63.63355424980871,19.548513154310434
Country A,2014,18315.71617135938,19.337819864486896,21.675324959035674,128.56969886841148,51.079934015343866,60.37153662366299
Country D,2022,56697.39915279617,27.705002134381232,46.36296367355507,400.25135713088514,36.484641452115326,41.40784551445777
Country C,2014,5760.773364009372,19.97136819632862,34.550416473540956,162.17558217524822,94.50208702222089,15.942154128471637
Country B,2004,14033.8965325193,32.411622462679816,60.69545533924047,179.27936871310155,59.975950625099244,52.10927641289516
Country A,2020,10150.115699569342,28.4888066855589,30.877181604875535,204.6777359239989,48.47771791844236,11.991759985314019
Country C,2013,73920.41323147126,36.2147121206002,20.576501836656938,118.73865239836506,91.21767218375372,75.47821321306523
Country C,2001,12700.658568372299,25.028854790780926,40.73047296180966,245.41901898067297,106.08180421547664,85.06770412467135
Country D,2010,73063.03324808505,19.935292423032035,23.20539988332224,86.1463059004534,122.65227299139386,74.80566316405876
Country C,2018,28714.34691900542,39.88814703409612,34.504628459387455,242.20223811418083,32.09921050286341,86.12046681283233
Country B,2006,88382.73126620926,20.66899965422067,52.18738458333491,202.96045959532677,93.15414702931872,81.76893624493191
Country D,2005,82249.24889456235,22.858079193415364,34.7351588308283,202.21945124454385,62.04852911991374,81.59443210061114
Country A,2001,95993.87066015127,34.27381676074265,32.28966136606164,347.3034133303956,148.99088780146855,29.635210315908836
Country D,2005,88957.39146851303,12.659087016792778,27.774783153516978,396.0602935152131,48.83240212347151,28.493506401798943
Country A,2017,93666.29481605299,21.59470318175544,26.75861370422592,210.1993350148672,82.54149200337281,74.7538486919317
Country D,2001,86580.52766876423,12.57130280314852,46.29286865907096,167.90661142699247,146.4031586903739,49.310773804337614
Country C,2017,70871.28055841126,14.179176000182737,54.07535114717357,272.4572456253547,55.571663333229544,85.38500419796375
Country B,2014,21174.619451916416,10.139224764940208,42.636660286781776,404.47358396359994,126.82771065197954,81.78069731210329
Country D,2018,30812.21429113883,10.286328777471256,26.180154952392524,340.0578280940264,59.1647251243467,81.45425992419355
Country E,2001,25209.061782375942,21.40863668508556,52.387814976076314,67.10060649903102,39.03163617796343,36.08957856373238
Country C,2019,62340.64982752953,34.27491414843328,47.85609491608191,265.96828568534465,35.1306222626421,20.63217829187435
Country D,2005,52843.89410749213,27.610130817750793,39.063772763272354,495.93427863914434,143.84865297930844,64.23551094758875
Country C,2000,87372.59973005025,29.047421324129303,36.502343856300676,208.9073874563971,55.5472085780754,45.246144403902335
Country E,2023,95503.92231741219,25.577477127546594,29.157644557507098,248.32256062753748,65.03459843265233,84.7153976543101
Country C,2014,43461.689513723715,34.59379432511676,27.314972941572844,179.33302913843204,146.02919165789365,78.30895257374164
Country C,2022,53103.30256167717,36.411361755585226,36.93858472343497,273.9626103163222,108.88694339130348,84.3063229510324
Country D,2009,97294.05389639322,35.492221844361254,22.081556205172763,122.41459515606955,88.57523441644337,55.42930094389764
Country C,2018,31242.69945419864,34.36396317409117,41.831370640065366,161.15613798009235,82.25059892593627,52.098219837325885
Country D,2016,80277.1236590873,15.481392206898514,50.078696464246796,370.2813387794486,35.827710218557876,77.76668509911899
Country B,2004,26397.790721848396,27.816286760956633,67.08271376464454,112.22905715888153,130.67337886215813,50.95120265958563
Country E,2003,69738.71096540084,27.464895882951105,51.29140716388685,466.7646936384324,121.44433454360416,82.0023074128506
Country A,2009,29093.484625663594,25.83832011242923,51.20380234279499,188.5821838240792,40.88370441873812,12.75426921792599
Country E,2023,88954.67193898174,24.424383678902977,38.72074028018028,308.761293613388,72.41485922292905,38.70315934608107
Country C,2016,58340.4046549843,12.675114315591504,26.665857814052544,194.82380490492864,136.24919001894395,76.78669110515004
Country D,2009,22663.695883066535,13.06489701718666,42.34688266279211,265.1138490986637,58.372972246710816,26.796049814964853
Country A,2016,26315.071691356174,37.0684471132187,49.9338159533757,456.71059762160115,103.34805955968869,41.91735733195766
Country A,2019,51915.67359226952,28.90559317363596,56.2016798327902,80.85977683120593,88.55230858988836,10.803408040006337
Country C,2023,96352.1924296135,17.86951643494019,61.304338694771545,435.3541820183336,128.2226056353901,34.13744900113444
Country A,2004,78116.00556894718,18.379011676403685,32.796404603406074,300.9081590397896,34.32642049348245,35.4910384633019
Country D,2001,51389.416068455284,28.3058449494589,32.061003761394375,349.2820664093172,127.93765057943658,68.60366416908727
Country C,2005,37083.31873341062,22.20804923906986,48.2649931552259,75.14918005714932,46.286300645224934,64.18660278420626
Country E,2020,57180.50686810205,23.239725129552838,48.30075915672147,392.62960279329786,31.80870154807173,45.59659455877281
Country C,2001,76094.27917571887,11.819499716002571,30.897389835138718,107.500286619719,101.46009585922107,68.28025252623942
Country C,2012,79473.215903016,14.162175613292343,49.373765517563655,484.16953090552744,61.0369300672454,44.26679668644756
Country A,2010,35837.83581920974,21.800512796909878,37.293942498719744,409.67927431099054,115.11328067295342,44.768862205536195
Country B,2010,73510.13048031833,30.990592598043055,51.965745943931644,271.79059047728686,86.37398119787554,61.644351327503415
Country A,2015,67489.93410343768,11.440761627997395,34.55223568361008,465.8751307535388,102.66288485010483,67.83064771805482
Country B,2010,96115.66773964792,20.036733784932498,49.61458960357882,126.08297697412463,112.76475937110897,77.7523454955557
Country C,2018,93453.57759826141,30.852158558035477,58.415502061846155,496.2487837452696,141.23135082281743,70.11220276741724
Country C,2014,79991.03593233982,33.76152371350874,69.0079387850969,372.56857025483583,128.7732447200121,63.625211432180706
Country E,2022,73722.4954412182,15.7066211228594,65.55340282358786,94.2700611286592,89.41344054833152,54.91819927305694
Country A,2022,31033.951021906203,31.944613956803714,45.17693736637261,291.4661768621758,82.56190582615545,34.64868936691911
Country E,2015,85366.69932936066,38.66235082237088,44.417454165880905,369.89436580807927,108.56113015393346,30.886707150112755
Country D,2010,45613.041852769784,37.204364502893455,41.88500029678744,325.86001775521385,118.02409466577105,77.46008010570492
Country C,2021,30862.851538074243,33.68128232132527,21.38752989943192,240.77722952411608,50.71842574260172,67.38754012036443
Country E,2015,41495.27200557894,31.369800581240145,28.297724874313083,161.66428518314962,33.902939471748056,63.23295003410908
Country D,2007,84413.87155156826,17.05414924059311,22.95945441520279,157.20327201991626,84.55834221780593,30.706992207196784
Country B,2003,19120.155479899076,29.01709681144337,54.81775423876604,467.1276671580126,41.934374673094624,87.58380761798665
Country A,2007,48335.08040638313,29.29821981430888,40.66173251090828,155.63333780735246,62.72802210893417,16.50504174788585
Country D,2003,51773.97148030152,22.204639962780636,23.188493903270476,483.0822653239521,100.16875192355941,77.06025200146433
Country A,2023,8479.821271887842,24.79046385102813,54.5287538826935,144.60164808914288,48.1742439556215,26.862416826305733
Country C,2002,23595.872807075706,30.8208546452412,52.22179314139719,222.92770042533286,33.41916482737888,41.381036912719665
Country B,2002,83540.53071470636,38.56304607131266,55.998141534524855,55.54554188751147,96.55209539065133,44.230355426394084
Country C,2017,83922.90191650226,18.85918625323095,49.99170588807846,456.41477272857986,85.94730603205149,63.01610006194732
Country D,2018,32779.43296900355,17.390894558723186,28.076977997364203,96.95825389940629,66.75636803447253,53.732988995619344
Country B,2018,88115.23728680299,28.05420676896615,23.06961488710844,210.79816673993182,86.25429728809763,24.886718695760095
Country D,2020,78319.37921149304,13.923973343240798,60.85704851135186,429.1331964463683,112.02271672483974,12.401318930447127
Country A,2004,44701.2109605639,27.475984914634417,30.7904499482933,406.35407243657835,43.080088340886235,67.37707016495533
Country C,2017,76098.60271847859,12.665544552142924,47.12646202370915,428.67545903206656,60.682733250791664,50.393837436687924
Country A,2009,96326.78996350658,24.717516388135262,44.260850736609356,461.3484158487289,125.39525351226393,38.94286757467335
Country B,2021,48602.123216208136,28.61243124140601,66.05262702182571,459.9818548923647,110.41472315434373,32.76314340050179
Country E,2020,27650.582000580947,12.103289178185257,47.62198804271492,396.7246240042591,61.950422810470286,75.84354534397578
Country A,2005,94472.5675047648,16.208594558458877,49.00084426935753,312.090648993554,77.77806494790727,73.64250138664318
Country B,2000,62355.707413509364,20.06122854638575,35.97525168579064,302.6971699871501,44.36995848644597,76.08402580343929
