Country,Year,R&D Expenditure (% of GDP),Internet Penetration (%),Patent Filings,STEM Graduates (per 100k),High-Tech Exports (% GDP),Innovation Index Score
Country C,2013,0.5591316132630925,81.17827634498316,1660,805,23.06991547191859,68.99147880238625
Country B,2018,0.8123257459537215,87.29495531511475,7242,860,25.322582906837194,54.12751337593194
Country D,2010,2.899748256119568,57.84351011277408,2132,823,37.75780368869958,53.95041451738983
Country C,2017,1.0356339861630008,72.61631624656971,1699,766,28.528774055296815,60.248429368809425
Country C,2016,2.458238323555624,50.457249371527574,8470,1048,21.844728292673295,89.93964679078272
Country D,2011,1.2145483431401796,62.08726436155953,7297,1135,33.338626269306125,42.7483153419911
Country E,2017,0.7983241782780355,85.59662404053724,8812,666,38.26864873340431,68.92709091017657
Country C,2010,1.2295165729983624,98.59868761611881,5557,827,5.772315203880179,44.12860790176386
Country B,2020,2.6668007955669775,54.85972687977358,3179,342,39.38824452896135,47.72604149952595
Country A,2021,3.0670894043188572,69.67322147720313,9275,400,8.014624867228811,61.97814708864493
Country B,2018,2.9906595937009746,89.20347746625882,2422,379,33.503537274406646,65.52300656732206
Country E,2018,1.6915505888553644,59.997746096816044,4180,913,14.811716339299437,52.9396204182262
Country A,2011,2.5042554097119387,77.19916251581202,5316,563,9.62628802138551,55.82285654372081
Country B,2016,1.114952886247463,85.92049350545406,7696,678,20.39494738998422,44.348351012796655
Country B,2023,1.3794431907830398,80.18328706274878,1614,764,27.538480280666473,55.160989192212526
Country D,2019,3.189007455563359,59.213211996155394,5570,670,18.333314575821625,88.3279219690272
Country E,2012,0.5390057705322081,67.41384386560124,1270,583,6.909789289894464,87.23536908362408
Country D,2016,0.7565255925634042,88.40579743978446,3468,891,25.981139888055083,56.74391450684925
Country A,2021,1.123658765438082,77.15709919246882,4607,1125,36.58411466387362,68.54269681393808
Country D,2019,0.5795966116214591,50.256251063602726,4075,616,18.412537808153807,85.47976955554722
Country E,2018,1.044306305269392,87.28854724137659,1289,1024,12.571647217078947,40.30919113204483
Country C,2013,2.2491246829090765,51.730256392071716,9120,507,20.490207107648537,80.53417851687959
Country C,2021,1.764273651777494,86.54095535383038,7614,848,6.692694886707331,87.41847763944594
Country A,2010,3.1780151332309243,59.92154744809663,4252,893,33.71706545680962,44.56628671667785
Country C,2011,2.9523306852153226,96.94560052584963,8415,566,33.921928383256535,48.07238430164605
Country D,2010,1.525452055093628,68.02909681380214,7771,200,25.580016220036995,88.03731513856778
Country A,2023,1.2782703002938773,66.01964920056588,1278,243,17.35860111284363,66.87700718201731
Country E,2021,1.6390772245018006,57.29551446628979,1580,938,32.99241775560242,40.709831723586184
Country A,2014,2.2708848275444233,64.97460655902053,5958,1042,24.41404586759285,52.88159993817646
Country A,2014,1.3041909224686288,92.95588732958183,9445,297,33.90763079925057,62.49718371344298
Country B,2020,2.372446723547402,98.82038254373512,5276,919,27.10105774040572,74.64544555123838
Country B,2016,1.7282349565737212,68.04716699483556,8997,464,32.4541915624479,76.65801890683997
Country A,2018,2.1561415425559405,71.9819209167726,5776,999,25.9497047626216,89.7710756462728
Country C,2018,1.80837958740595,85.38147597193412,1824,982,19.49493738754832,54.37555996918795
Country B,2012,1.3833972786257531,93.42359324278866,4832,339,38.528105097414816,66.91100509342377
Country E,2012,3.34535992088647,79.05917237515243,9891,680,23.938983870759564,66.66617739298025
Country D,2012,2.7908173824792826,69.18475921071364,6445,436,26.178133148918842,60.28226297236188
Country B,2013,0.9203395272993576,70.21847020158256,2380,1173,12.717067379516223,48.45809469212101
Country A,2017,3.1054039276937386,84.08528917834354,7534,1152,26.89777762995468,88.87282815919212
Country C,2015,1.962293594748541,50.15769491660966,4156,1103,25.006267731903034,82.66585933332931
Country D,2017,3.183656680682274,80.35987753553219,5307,271,11.469343928145873,64.91665141471186
Country B,2010,2.8995657678419455,67.41915751162651,6634,866,7.085548407360029,70.16227113420149
Country C,2017,1.7756405134077005,88.91566923257713,9575,389,26.152576190016987,51.36305267798311
Country C,2013,0.5674079249603522,54.55654135133348,6810,467,31.729229427261217,67.18935351958734
Country C,2020,1.3060320781548382,78.82191108047114,9533,520,23.319047982270288,74.7485066560738
Country A,2010,2.1249026439826006,73.56767160442007,6934,306,12.9370418861876,65.75835141932944
Country E,2017,2.400434659478442,81.47395076935615,4109,431,28.32826918425622,89.51425852924706
Country C,2013,1.2736630562996067,53.17782612966545,5082,241,7.803700431336079,70.5670828123863
Country D,2015,0.9180682222184724,78.41920558397842,4240,901,20.46417966806841,58.54868562960846
Country B,2017,3.0047907103978972,77.51274481001667,7028,1082,10.717836543944706,78.6076013807919
Country D,2013,3.4532065421106566,77.47234462639237,2849,338,11.456066787095917,48.523125579082105
Country A,2023,2.0770705469080575,79.57089566322628,9497,814,12.080288220537128,59.22579068531333
Country A,2012,1.0150378575449106,83.14692892409175,3749,882,18.534746996539226,57.347947518879295
Country D,2023,1.3169219795581069,89.44446098435772,7680,1062,6.790257196713917,61.59035475538886
Country E,2018,0.5551720296424002,63.2212152862825,1205,472,18.922770432518437,79.08899129643632
Country A,2012,3.242896419681497,90.42742109882303,8352,680,22.90976064901453,64.20865160817037
Country A,2018,0.8532532486704234,74.41452843090923,5591,615,21.915299973821384,79.70072251329813
Country D,2022,2.2295494265427607,53.77585567758223,4450,705,18.39744351410642,68.82444515699329
Country A,2011,1.322165662061618,52.86899553295498,8214,932,34.370131282476336,57.103471732877765
Country E,2023,2.1625340075473805,66.37767761610698,4811,924,10.086434234717643,80.49893718417363
Country E,2011,2.4542611650555926,88.45995187846191,6141,1052,22.699386032348087,51.91448352765458
Country E,2011,2.989225411121605,84.67636580230487,9501,623,7.1714495934794,51.219148989989776
Country B,2015,1.1192638152818097,88.64213326894792,3708,606,7.490448760726841,65.2251462027418
Country E,2012,0.5329874859754414,75.34618376563886,2991,767,25.08530473869837,53.04246229810445
Country E,2022,0.9106568902064218,71.56975089981904,9463,589,24.810644871073734,40.454351747560814
Country B,2018,3.2000559255443153,57.22517380860791,4273,541,35.731172949556,72.41487636494008
Country C,2013,3.1216702326875456,66.08144492685626,5538,1145,24.52557864810256,65.55469107361989
Country A,2010,2.292239306510925,71.26694894251989,9712,813,38.592685714169754,62.275890724658055
Country E,2013,2.30155058130096,54.34142105430124,4722,1132,6.704319693997542,88.34842573091576
Country A,2010,2.4951100236387664,60.80998568284935,4551,692,8.430268967325937,68.55995919814569
Country D,2023,1.0261138358703488,79.3130394091232,3832,391,6.542305154963349,83.17157888946923
Country A,2014,3.243235837774879,86.0474925977203,6679,698,11.4846897616739,46.97251181025801
Country B,2013,1.7563115746762192,98.91902805825453,7579,1021,23.944453882958733,68.46032315647139
Country A,2017,1.6494155847484924,95.72255323583433,1152,911,27.59502634995998,83.39898133654515
Country A,2017,2.0567531158485126,81.48569477722438,6754,432,6.595480528203408,69.1552878639949
Country A,2016,0.6408979003251651,70.64115461140953,3800,1144,38.10898114459597,75.90070890635008
Country C,2012,0.9988501062682382,81.1726908707034,6310,426,34.47578818276334,58.60217839061037
Country C,2010,2.714100849279111,88.49692928593137,3610,570,15.38143687549826,44.62247585185333
Country D,2010,0.7483960037753794,55.79847335524598,2104,338,7.701563557926379,62.895014756353575
Country B,2021,2.3094563283991647,70.08533959511813,8361,1055,10.946047562667005,59.72396954194288
Country A,2020,1.2360473290439629,91.15031199614523,5199,1016,9.443054481424044,83.35300911894737
Country A,2012,1.6678868421259296,68.80781464471916,4854,348,9.31493227546314,52.19976511762361
Country A,2015,1.3660812103120996,78.02174129013214,8263,314,23.14965910330069,88.3367113767554
Country A,2016,1.5670181493948474,78.80069868224771,2914,649,13.60466048726901,87.9069059902248
Country C,2015,2.6571377155527367,59.039336403548326,8365,262,17.534890078520057,52.381582153571934
Country D,2023,1.391365146869525,67.74953664096213,4072,303,39.632686668451285,57.40259777386602
Country E,2023,2.1992139208906916,66.39105314835467,1406,1050,28.950998712387065,84.77778704369425
Country B,2015,1.928151206597299,51.283638718071174,1166,1070,38.214323346645045,88.33111104480537
Country A,2015,2.4910134960879446,51.185396430676406,1508,867,9.989479426159047,62.1719551418022
Country D,2022,3.3104892179742738,90.75315514011291,2661,472,18.374881619139924,56.049852282044895
Country E,2012,2.697716291630751,63.38046968866781,4664,205,24.4156131148824,66.3047006625771
Country D,2015,1.1448211357722702,75.38585954570195,4489,346,7.686532166105831,74.38846031828675
Country C,2017,0.593549405183854,64.63755310584988,1680,383,5.146560526978526,53.673725768748994
Country E,2020,1.2867921328994751,96.09328301065167,3524,1197,28.465201682892115,76.82365873095364
Country D,2020,2.2852337921007644,62.70554118442291,3120,227,27.46368308805024,42.582867855732054
Country C,2011,0.654277440452751,71.05318382420782,6260,1161,19.37760834998641,42.46472463822082
Country D,2014,1.989098741603709,92.76378227374549,5357,749,22.13754266112114,59.314385257277266
Country D,2023,2.2905285467506675,91.25474477279863,2363,318,19.54050502072314,57.67365960303603
Country E,2010,1.5027316724508823,59.11896947446759,3292,492,5.84017656957111,55.78166076835761
Country C,2021,2.8127366112374657,89.32952217998981,2538,570,16.738006217611186,64.5509881334455
Country A,2010,0.8197947594013154,72.45115745015674,4408,443,11.197878938905145,56.036679115578565
Country B,2014,0.7254133452074263,73.6654747321824,8742,779,8.444846618547906,49.612895923404594
Country E,2021,2.6845662686108103,56.540518648381244,9752,925,38.48521518612724,55.473477454430046
Country C,2022,1.9864739486185954,53.94947417409911,2903,417,25.977590376475796,88.74521364051175
Country D,2012,2.5652071892832082,85.66902604171449,1174,376,30.502969948281095,60.55567084974243
Country C,2013,1.8044820158112387,74.3265964654097,3230,498,16.03773101431411,62.235638842916785
Country B,2012,1.2392060997173204,71.4056844281438,5287,875,18.760149532290534,68.827249497557
Country B,2010,2.957306953022599,85.74590320396743,5160,257,13.292339786385321,89.16703842071132
Country A,2010,2.898247636906938,87.51013205056438,8106,468,8.393798483789865,52.08006382178815
Country A,2021,2.58408941256328,57.78650021579833,4171,507,11.266107310455432,74.06410552662169
Country B,2021,1.3164354116898882,79.90103232440443,2567,769,32.912991585377,75.7992346770862
Country E,2023,2.2706920006072613,56.63235003160659,2151,487,28.714103181432154,70.3662208396533
Country E,2022,1.5829216908200805,86.81737921542324,8619,1176,24.14251065949169,44.4289169818322
Country D,2023,0.7747462199799025,82.19080265708983,7033,304,21.628145550336882,73.84361379137883
Country A,2014,3.2519407263867284,96.87411643308944,9560,427,37.28519992796436,43.204735551808774
Country D,2015,0.9104558927568842,53.37894280146464,5946,446,7.545723172253394,69.80713247749485
Country A,2012,3.3507120614624073,52.79568133641146,9234,899,14.821028463327059,76.97905886108714
Country B,2021,1.838017318873867,63.82716665996681,2907,693,17.24782487497499,50.54849453099752
Country E,2018,1.055398786515859,62.823578503059395,4490,282,32.384903427447576,82.08110037713871
Country E,2014,2.1257028421350745,62.10196115452799,3535,385,39.738011705668995,41.517690276650214
Country B,2017,3.118837507629225,94.40647444553079,5173,451,13.423468016500358,82.1906431829153
Country D,2022,2.6966746592286834,62.2277637926258,2293,554,35.60075669479782,63.01645253213825
Country D,2010,2.9196834435843493,63.325536580302916,5769,949,34.071796615112696,50.87939699658222
Country C,2023,2.476350100132152,87.21051485848022,5796,1071,12.863008917461832,46.6889072496984
Country A,2014,2.5768296935535573,72.03725228007646,7871,895,18.97664030697279,87.66535837911863
Country D,2012,3.0475869546959578,88.05881729080389,3972,995,19.338550425238168,43.63327937905784
Country B,2021,1.2490040265775577,53.20294172065488,4922,1096,39.237723398429544,49.95467099679628
Country D,2010,1.9682748909294214,73.89098848999583,5997,1137,11.331216548261441,57.3911173716523
Country E,2013,1.1636283254588067,51.64706640898085,8032,409,32.97052898866737,71.01174244805603
Country A,2022,3.463004023989941,53.070006969312374,1992,1015,16.696744996058847,67.24005426380492
Country C,2014,3.33217801905984,94.41543521387614,9112,1007,30.580462102165615,46.2821746206157
Country A,2016,0.6182804341055177,56.823023184762164,6287,808,19.7003851503482,54.48639918691073
Country E,2010,2.6167255175470654,76.08861343148564,3240,646,25.2425917090789,51.9375885543012
Country E,2012,3.2757449522469972,70.14368452743462,2476,659,34.14141206641459,50.67714272451707
Country E,2011,1.0417260353820006,67.0198229866833,7426,1167,33.14579477443594,60.557216823999354
Country E,2018,2.2038356916578885,94.09183393867636,1389,671,35.32481142388951,75.20157262958284
Country B,2019,3.2464648927641253,51.06934644199899,1999,919,7.086606387063066,50.87264661086179
Country C,2015,0.6018379357573965,82.52569462260387,2855,569,29.221769356391068,58.33394398514907
Country E,2019,2.5922608017405198,97.20632727646398,9125,1099,9.8995581852617,59.54587134205811
Country E,2012,1.3920470221176524,77.44824098963025,9850,1133,19.553649880644386,88.82282647177051
Country D,2017,3.2731885861295913,95.9043006396215,3763,691,24.200594526914095,87.73331784395344
Country C,2023,3.4131747354961033,52.56063608501516,4663,1122,19.095881966139075,80.00687913760379
Country A,2017,3.3327994673403016,70.5208726346339,5986,336,23.18640865310526,52.08294604095926
Country C,2011,1.9226426499723912,62.74773175714051,2481,566,39.87842080795167,43.401865704583486
Country C,2015,3.0861279529679404,85.81022728405577,8256,1111,9.732605979949916,55.845206886031235
Country C,2016,3.033648195605211,98.08355743436509,4731,383,28.640961586774896,53.339727471691546
Country E,2011,1.457301419729767,62.569973059768145,8262,787,18.860033823496533,65.2962900073197
Country E,2020,2.986746422452032,82.05455547222965,1451,486,9.655342961756507,78.88639550338965
Country B,2019,0.6110229041464779,59.70678400522726,4093,671,10.555786718100833,82.91614694394289
Country A,2011,2.2888096354461593,77.70118247400889,1882,574,38.22455871859659,82.24320427052542
Country D,2019,1.1900265118631093,72.73269184772847,5408,853,35.78605238491167,57.98377806115339
Country C,2010,0.8617006573318364,97.62826115194531,5068,948,36.74646861452577,74.36171717303415
Country A,2017,0.7308596048876275,79.81783636212685,4277,736,39.70364715395853,55.641709876211
Country A,2010,2.5888663276344195,67.12581223225412,9566,710,12.291038650298129,43.04527716175914
Country B,2018,1.5196248913041983,55.590693459508735,8951,1001,17.44037680774216,75.07826328014711
Country D,2020,2.6743003145862843,57.411094608011794,5690,778,28.422666047370335,40.491377628489396
Country C,2015,0.6960690223968271,61.04052956761052,5595,449,21.933088895122655,60.45912937292443
Country D,2016,1.4458710134918311,62.2973664056746,5559,1119,19.643633668241673,56.46896346510378
Country B,2022,2.1184738771260117,91.68018683421576,8291,709,17.52339372674576,74.66887692594261
Country E,2019,2.8721694945168905,77.49991662584372,9160,829,25.782322118020826,78.31227363801895
Country A,2016,1.4562575087962097,75.64615465734396,1112,272,25.14577000240287,55.20473179856419
Country C,2019,2.3776741293110275,55.623674721591655,6131,481,10.651024192248403,80.58135072224268
Country E,2012,3.1579332447085613,92.14684497412232,4197,1115,21.510894313145368,54.69583802524669
Country B,2011,2.347589564546914,85.4179008572157,1139,1159,24.371512167344747,62.316317999328064
Country D,2018,1.1988784242609012,53.31574973310008,2424,559,24.960042855598665,76.3509263507067
Country A,2017,0.5732023446696141,84.68391976425866,3949,209,12.353751751932313,74.64601146123942
Country C,2022,3.1102966217027896,76.63337264978966,4168,410,30.979498728830038,89.36842361561
Country E,2021,0.5638082325511614,54.00454194159214,9708,1034,5.881968318737437,51.258051210796594
Country E,2019,3.124105018052598,72.45673143490417,7043,351,17.419114944010694,73.11589567697911
Country A,2016,2.086811402081636,73.7501180693723,7989,204,32.307442698747174,70.48409541378888
Country D,2018,3.3172030955386886,58.12295246800051,8236,394,24.73625223693908,85.7549227245015
Country B,2013,2.8963497073209963,96.33920920301384,7261,1153,14.140685137880109,47.818107082243756
Country D,2022,3.4938023316000124,91.64879320255244,1887,482,29.32335917700667,77.58990817934665
Country D,2013,1.5521354463551305,82.78209452912631,4104,663,24.85868304546257,68.41343081343842
Country D,2010,2.8015648667933806,72.65248248902975,1049,312,32.86852633097355,53.73329348939527
Country A,2017,1.7057927408277265,70.17651153764092,4951,470,30.725881516643817,63.72174570735871
Country A,2023,1.9396268609117264,81.89769989039675,4560,362,26.353777271268214,56.68882985348989
Country B,2023,2.3825163896551103,76.72616160093837,1018,659,22.08621863587849,68.96567013942304
Country D,2021,3.121031342559016,53.05138218821239,5821,304,9.66137439836332,84.4500305407333
Country A,2012,3.4522504075978855,75.11262978974625,7340,892,14.146655625988432,68.4652492206101
Country B,2016,2.8048202415935544,89.51377724440914,9058,755,19.668481552097987,71.58612091632921
Country B,2021,1.7533003465020012,72.50275400225095,3606,481,25.975475045223604,65.93739235573547
Country D,2011,1.7640710068312107,52.545872300159154,8846,886,22.97977493253567,42.55827532227379
Country C,2011,2.7127469047666746,88.52763176981762,9643,361,15.086458408583532,51.64292784380471
Country D,2016,1.216331437304907,59.86682532466274,7432,1182,5.22625252263987,64.60008647160413
Country C,2015,0.831422339394184,62.6724209095139,4765,550,22.368372766528488,55.51176418723524
Country B,2012,1.5638664729223297,58.0706113181825,3438,633,14.996909599678508,49.08817988805971
Country A,2018,1.361716974962245,66.18053817870339,7358,1051,30.711290524868726,65.20664209592192
Country E,2019,1.3889243613679703,87.08082377874311,9319,339,5.838119284466922,56.14048967239252
Country B,2023,1.2008232531497298,75.44990711569292,6941,670,25.46897339570268,52.90538215867073
Country A,2022,0.6262795689090856,60.039182433384916,8644,331,37.95159831271229,63.19927087201904
Country B,2015,0.5536218042002414,93.01367382945,5855,286,11.104324348902484,46.66421290410866
Country D,2019,3.4631671692080945,93.09951089262492,7547,887,21.50773217627084,86.38728665377036
Country C,2019,1.783319401207587,92.65834282725433,8196,382,8.199769713599835,83.38510489596194
Country B,2015,1.6529799414790451,61.70101435769543,6911,567,26.898866929147342,75.38102928702676
Country A,2010,2.5389418480792094,72.11072786486841,7481,328,24.268608820867897,45.31069137942281
Country D,2013,1.1547616635951925,98.26449315090288,3761,445,19.25779334744913,78.79386272348465
Country E,2019,3.349883551850676,87.82861133918954,5456,800,23.248195751580944,80.39786640545094
Country D,2015,2.859035043246656,51.33120364005243,7361,777,36.38011304641536,78.3882308857169
Country C,2015,0.7682330069367785,53.19502497176411,6693,869,11.870300580887346,45.698294355962055
Country D,2020,1.752742327354785,72.73263746380431,6788,1098,5.789757909687153,72.19539785338824
Country E,2021,3.137354922686494,94.55179008721645,1201,577,35.158270964468535,81.71623978746993
Country A,2014,3.334196066874231,76.396388099683,7160,348,25.199097883576727,68.86767006098339
Country B,2010,1.9022045337496092,74.39281289368023,1517,1184,36.17304594116449,72.32036876140445
Country C,2017,2.340234167632123,55.1682112978749,8737,1051,25.89308281946104,62.91817397131531
Country E,2014,1.0011018382762256,82.18222513149041,2988,632,33.35563814858959,66.43536599420263
Country C,2021,3.4735058784109296,90.28305486941105,4802,827,20.038567717430176,41.71884291758626
Country D,2021,1.1950151041503303,68.64058036787056,6808,925,31.24509759508941,71.94815109866423
Country C,2021,3.328195322405377,88.00498069534105,8162,668,36.956451341144955,44.07236064455796
Country E,2014,2.4489399469771054,97.25935604113977,7241,645,25.024303730277218,61.75072971701117
Country B,2016,2.3232103846365773,59.98455649725676,9399,680,11.327480269683285,54.632754883370396
Country B,2013,2.038065533049526,75.64315192854232,6633,1083,14.407916526056935,67.27139751058566
Country C,2015,1.1920094351532762,64.0697599461442,6755,493,11.952560191409201,46.67081677616035
Country A,2022,1.0295840960165248,88.84986653265813,7309,964,13.639995965850652,74.58217009866591
Country C,2013,1.161458627210526,78.30207492817672,5117,342,15.724540727286273,79.75057684642351
Country D,2023,1.0593147864327634,81.09453845996488,9345,449,24.429682536361597,48.167722487157825
Country B,2012,2.83875342070026,89.09779382117881,2518,1077,25.579707031234147,45.215654367594105
Country B,2016,1.5503757775001903,69.40255316046029,7163,1147,19.92749115346514,47.275774139367954
Country B,2017,0.6735280296901891,94.83941335194513,3600,1174,26.53972729372924,83.85637809492508
Country A,2013,3.407307890422434,76.11841449506086,3195,501,7.855122396397807,66.40946308781781
Country A,2022,3.151357654890277,57.739786318932055,4554,224,8.0725882970356,63.36304980037513
Country E,2011,3.283256849585639,84.09905679027132,3849,988,11.014031112518046,45.335590955117716
Country C,2021,3.4847234679393058,88.86980617147447,2742,1183,23.132712431412067,72.4778003378481
Country C,2019,1.021685747658462,65.52132217630881,2306,1088,12.489813754440975,83.3999795947545
Country D,2023,1.6887260567079763,92.00178359293889,4849,1089,14.914954122240207,81.40929346617264
Country B,2012,2.774715427112274,94.40101948352256,8519,1100,19.010949266054794,71.30273544904006
Country A,2010,2.588061854161377,63.568319881512636,5195,269,33.415314340363295,43.763935832583684
Country D,2017,0.9616877190195652,98.19255216304589,6178,824,5.485174756950104,45.619851358800645
Country D,2012,2.947499374971853,56.894864874389164,3555,1074,27.728258708281786,42.46544935549123
Country A,2021,1.173321715509982,59.898767751722005,3305,311,28.410678586423987,52.87396082462347
Country C,2019,1.1714528444678693,59.02701712266328,8619,563,32.95295231248228,46.78307335801889
Country B,2016,2.110923268680241,93.80549579038565,3642,502,37.64635286711096,53.002402012621694
Country C,2019,2.2788198045251096,82.06033506392313,7409,670,5.704824713225144,59.25290278594808
Country D,2014,2.2402586235134336,57.45310987789137,5757,1163,10.382429692962567,87.14913920355679
Country B,2019,0.7744605121932646,71.5758475000491,3994,290,36.015995291959754,70.5188029890846
Country E,2014,3.132382587891141,80.1496032284203,9751,729,21.04814967654554,81.74868928414811
Country D,2023,1.2968001277661183,54.08974016447978,2271,860,24.760672362671222,75.5175750356166
Country C,2016,0.8885447638484125,93.2384020519596,2813,1187,28.20595213031016,45.62515652633159
Country C,2018,3.1662442396069315,89.37657323663522,9801,938,28.767331157347307,76.79602031869744
Country C,2021,3.36695449468926,74.75513190525527,3461,925,37.61091411607779,53.754944077956225
Country A,2014,3.086382851796352,97.38920414769936,5120,1071,39.893229609408436,71.95539234973532
Country D,2010,2.928548224174634,70.47028798447988,7124,862,30.20551113258291,57.04809868214943
Country B,2019,2.465725941917065,98.22140563278839,9475,391,15.05274232218028,89.88361316323295
Country C,2019,2.1525721118274177,82.72807994137773,5396,1162,35.79133408030202,53.17757397483889
Country C,2010,0.7609602797342304,81.09889238944314,1816,751,6.7227320089266565,53.95652353871348
Country A,2011,1.7253596392120962,58.13178986949347,8304,441,13.087829850607367,86.53361277811992
Country B,2023,1.618065551036942,93.21446015692756,8331,337,36.40850011123002,41.232220231816136
Country D,2015,1.2792613512809785,70.94699470811014,1082,544,13.966703005377424,74.83444939365984
Country E,2018,2.670260341065755,57.94943688334149,2920,379,12.722787086761198,76.2663195367939
Country A,2017,1.9876272052363124,50.617768478812195,8817,911,9.834385259908654,81.81892887051997
Country D,2022,0.7431386477229438,77.42802849828075,3093,702,35.06891151764208,88.72196553192376
Country E,2014,1.160549605849434,75.84258148401113,8071,402,22.502039071688035,88.78009595783263
Country C,2010,2.5497762909787878,85.24832749608876,8967,772,28.62126210689542,43.263837878323194
Country C,2022,0.7283925784709006,93.6226445978723,9367,391,13.367323442626038,81.09196613764513
Country B,2016,3.053620742146306,53.89092264750845,6285,204,31.531414735392577,72.31549668286907
Country E,2014,1.985439581041923,85.84332802667775,5937,1089,31.600194073673446,72.36710671865455
Country C,2015,1.941759731979944,59.18318526078153,1369,436,15.940930871790504,46.41749633073474
Country C,2022,2.277223353978553,92.05067560470104,2818,892,19.3738921553599,72.50935832228267
Country B,2016,2.9740428977754476,90.13411217922115,3101,510,12.339159710057029,89.12412903006239
Country D,2012,1.5434276237065792,76.49889399429168,4490,748,39.17963581630165,85.59092847697235
Country C,2021,2.5340484576771907,84.80189713254227,2779,255,27.596090197044408,61.956533040242526
Country A,2019,2.197195891987373,65.40315554600367,8674,642,37.709035825043046,41.99739866430472
Country A,2012,1.301084810508264,73.08722704770791,2364,436,15.618494027019661,58.11467450001024
Country D,2014,3.135889959065474,90.26020798781312,8294,1069,32.36618195489114,81.31951558002777
Country E,2015,2.8922780648207844,72.50399466148748,4676,1060,31.80505253596597,75.07495507325831
Country B,2018,2.4753555039752766,67.53211500094665,3426,396,29.207947815328954,62.96718277969782
Country A,2022,3.0517451872827257,74.21640991526469,9264,784,38.79736413433802,42.75507675794155
Country A,2023,3.101882602879407,90.58421336942371,9089,770,18.77443676372104,61.34473639116513
Country D,2021,2.6250889301451044,66.42519432117277,3962,951,9.575106325641507,63.45124698589417
Country E,2014,3.011039985091016,58.514318063651444,1859,713,28.509810073542127,86.4277766447068
Country E,2010,2.592414385007851,84.88868699620826,5138,648,30.525843016702215,72.05430517910797
Country D,2023,2.5404223152809013,90.472932422696,3424,559,25.127120071058513,55.582645832732446
Country A,2023,2.355834134645553,54.931236447653134,5017,899,12.23862625966887,66.26591322253607
Country B,2023,2.758149918672924,61.75383152504129,9560,1018,22.65595795842744,43.302765391108004
Country A,2013,0.9758153158792211,56.956627498288704,9342,229,15.926640779919529,88.62841178248684
Country E,2014,3.1426122775967853,67.04912916752616,2134,978,19.961328485834116,58.002995096536296
Country A,2021,3.115530583235696,72.06719796636523,6166,1187,27.582650154563236,63.89336774565679
Country B,2019,0.5877418491036774,86.69249051120201,6119,307,31.082515994179207,57.764198711846134
Country C,2019,2.977450251694288,81.90623165920204,6694,1043,13.12786418154701,74.12558650581
Country A,2014,0.8866096024203356,80.42549980644313,7136,1134,19.186387622643366,73.11160791647964
Country D,2016,1.5053565627774257,67.26637238387306,6485,801,14.42065498470702,75.76611552645679
Country C,2013,2.7305247688748233,91.23093010115323,5164,916,11.95210648516542,53.407161480596045
Country D,2010,0.9822796881449246,73.09307120251006,3346,1090,32.418552699854345,55.783424058203295
Country D,2023,2.9539010723571866,97.97614196274257,6039,1167,36.823844305294735,46.2625615548104
Country D,2023,2.996402533873226,81.0729647764911,5897,1158,17.958126498960183,72.77549859230564
Country A,2014,2.0224032012825086,56.18697233666063,9252,1159,31.29476235308184,41.989856366782625
Country E,2016,0.5191576151505007,83.13270054169627,6041,644,36.39483512775439,69.88411677617296
Country C,2019,1.3611143995247383,65.93009675615325,4901,1092,34.6143473685581,83.4847942425817
Country B,2019,2.350780755127227,83.63003263761877,2337,637,11.398468598872906,84.54160741448167
Country E,2015,3.4435585340822703,53.41241625995788,2184,931,38.47021585296765,62.45188801849808
Country A,2014,2.3954405810500052,58.56919042162201,5426,1089,18.183675415031185,62.96518441065369
Country D,2013,1.2794107431924795,91.93112568638352,2551,805,16.873423141084274,43.84845915040087
Country B,2011,2.402017109298834,61.13179829415223,2629,656,7.185096454722312,73.5382512721518
Country C,2013,2.1199561391475665,91.01501513690405,2526,814,22.016077893670904,81.06297101864227
Country E,2019,2.8395361854534307,63.68452833426611,2361,934,8.815476547432505,52.23275273023565
Country E,2019,0.8209419164808752,81.50121359287667,5370,897,13.69889373245991,61.06504408166823
Country B,2012,2.783083707506084,84.01337810198171,6283,1180,16.092991761854847,81.94196683826351
Country A,2019,2.1237997360283307,75.12008290410759,8610,895,33.308921322208946,83.8560233831144
Country C,2010,3.388976011576984,64.96022315813983,2993,694,35.64210276385638,52.1589990132113
Country B,2017,1.5256164981160583,60.41957444218371,1869,873,15.586321111151438,67.52853172706821
Country D,2014,2.3978656794018445,51.62627837355888,2014,446,35.05443424356009,49.62465753179136
Country C,2022,3.2960843165300524,64.89337366079546,1602,742,35.00308280794269,45.093938206977825
Country E,2013,0.8075291839720378,82.00497673603286,1690,763,31.762783263470574,85.55602506959788
Country B,2017,3.311685461709353,95.97693610397565,9685,1056,10.134328990531355,81.02537521160545
Country E,2016,2.56365716690244,92.68901963088955,1489,787,29.161299641525513,78.00174509015869
Country E,2011,0.7035111773155157,87.53717405022982,7864,1096,38.07584226031991,42.43831594065702
Country E,2010,1.4028907008404488,88.63391981941163,8240,638,28.8889167568505,82.18643963551287
Country A,2021,2.6245162659358447,82.58426027032377,8786,477,16.606589718774188,61.90220379526919
Country E,2020,0.7020518044063151,62.75405602073415,9024,751,22.520276110079095,57.11975616479298
Country D,2013,2.24651138052882,94.45255650458566,1294,812,27.600376517286875,67.32381805126883
